mysql> select * from bat.areainfo;
ERROR 1142 (42000): SELECT command denied to user 'twomi'@'wwwhotel-i' for table 'areainfo'
mysql> select * from bat.areadata;
+--------+------+------+---------------------------------------------------------------------+-----------------------------------------------+----------+--------+------+------------------------------------------------------+--------------+---------+--------------+--------------+-----------+
| aindex | xpos | ypos | conffile                                                            | areaname                                      | areatype | hidden | open | areapath                                             | creator      | mapchar | maintainer   | orig_mapchar | continent |
+--------+------+------+---------------------------------------------------------------------+-----------------------------------------------+----------+--------+------+------------------------------------------------------+--------------+---------+--------------+--------------+-----------+
|      8 |  121 |  335 | players/grimsh/areas/dahbec/ent.c                                   | dahbec                                        | area     |      0 |    1 | players/grimsh/areas/dahbec                          | grimsh       | ?       | grimsh       | ?            | default   | 
|    420 |  379 |   76 | /players/elwood/config.c                                            | golem                                         | area     |      0 |    1 | players/elwood/golem/                                | elwood       | ?       | elwood       | ?            | default   | 
|     11 |  252 |  421 | players/grimsh/areas/brimshire/ent.c                                | brimshire                                     | area     |      0 |    1 | players/grimsh/areas/brimshire/                      | grimsh       | ?       | grimsh       | ?            | default   | 
|     12 |  354 |  417 | players/grimsh/areas/amberley/ent.c                                 | amberley mansion                              | area     |      0 |    1 | players/grimsh/areas/amberley/                       | grimsh       | ?       | grimsh       | ?            | default   | 
|     13 |  167 |   76 | players/grimsh/areas/house/main.c                                   | abandoned house                               | area     |      1 |    1 | players/grimsh/areas/house                           | grimsh       | f       | grimsh       | f            | default   | 
|    129 |  342 |   38 | /obj/race/shrine/valarcastle                                        | The Most Holy Shrine of the Valar race        | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    128 |  192 |  100 | /obj/race/shrine/trollcastle                                        | The Evil Shrine of the Troll race             | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    467 |  462 |   61 | players/runeaxe/area/lanzia/area_config.c                           | lanzia                                        | area     |      0 |    1 | players/runeaxe/area/lanzia/                         | runeaxe      | ?       | runeaxe      | d            | default   | 
|    126 |  277 |   42 | /obj/race/shrine/tinmencastle                                       | The miniature setting of the Tinmen           | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    125 |  400 |  150 | /obj/race/shrine/thrikhrencastle                                    | The Xorlab Kxoh's Tomb                        | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    124 |  232 |   90 | /obj/race/shrine/spritecastle                                       | The Little Shrine of the Sprite race          | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    123 |   82 |  371 | /obj/race/shrine/skeletoncastle                                     | The Shrine of the Skeleton race               | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    121 |  437 |  392 | /obj/race/shrine/satyrcastle                                        | The Most Holy Shrine of the Satyr race        | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    122 |   83 |  123 | /obj/race/shrine/shadowcastle                                       | Twisting shadows of the void                  | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    120 |  463 |    8 | /obj/race/shrine/penguincastle                                      | The Icy Shrine of the Penguin race            | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    119 |  362 |  397 | /obj/race/shrine/orccastle                                          | The Only Shrine of the Orc race               | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    465 |  300 |  434 | obj/race/shrine/centaurcastle.c                                     | centaur race shrine                           | shrine   |      0 |    1 | obj/race/shrine                                      | shardik      | %       | shardik      | F            | default   | 
|    117 |  162 |  431 | /obj/race/shrine/moomincastle                                       | the Holy Shrine of the Moomin                 | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    116 |   43 |   17 | /obj/race/shrine/minotaurcastle                                     | The Most Holy Shrine of the Minotaur race     | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    115 |  300 |    6 | /obj/race/shrine/merfolkcastle                                      | The Water Shrine of the Merfolk race          | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    113 |   77 |  380 | /obj/race/shrine/lichcastle                                         | The Shrine of the Lich race                   | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    114 |  464 |  260 | /obj/race/shrine/lizardmancastle                                    | The lizard man's shrine room                  | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    112 |  208 |   29 | /obj/race/shrine/leprechauncastle                                   | A small, but nice and comfortable hut         | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    111 |  125 |  325 | /obj/race/shrine/leechcastle                                        | The Soggy Shrine of the Leech race            | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    110 |  377 |  375 | /obj/race/shrine/koboldcastle                                       | The Most Holy Shrine of the Kobold race       | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    108 |  311 |   86 | /obj/race/shrine/hobbitcastle                                       | The Most Holy Shrine of the Hobbit race       | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    109 |  106 |  105 | /obj/race/shrine/humancastle                                        | The Holy Shrine of the Human race             | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    107 |  296 |  153 | /obj/race/shrine/gnomecastle                                        | The Forest Shrine of the Gnome race           | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    106 |  203 |  344 | /obj/race/shrine/gnollcastle                                        | The shrine of the Gnoll race                  | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    104 |   77 |   53 | /obj/race/shrine/gargoylecastle                                     | Pillars of the Gargoyle statues               | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    105 |  111 |   97 | /obj/race/shrine/giantcastle                                        | The Big Shrine of the Giant race              | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    103 |  308 |  285 | /obj/race/shrine/entcastle                                          | The Most Holy Forest of the Ent race          | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    102 |  169 |  186 | /obj/race/shrine/elfcastle                                          | The Elf race shrine                           | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    101 |  386 |   35 | /obj/race/shrine/dwarfcastle                                        | The Peaceful Shrine of the Dwarf race         | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
|    100 |  412 |  383 | /obj/race/shrine/duergarcastle                                      | The Sinister Shrine of the Duergar race       | shrine   |      0 |    1 | /obj/race/shrine                                     | gore         | %       | gore         | %            | default   | 
